camp,site,taxon,count
ST,ST1A_SS2,Eurysternus magnus,0
ST,ST1A_SS2,Eurysternus mexicanus,1
ST,ST1A_SS2,Eurysternus obliteratus,0
ST,ST1A_SS2,Onthophagus aff. anthracinus,0
ST,ST1A_SS2,Onthophagus aff. belhorinus,1
ST,ST1A_SS2,Onthophagus breviconus,0
ST,ST1A_SS2,Onthophagus cyanellus,0
ST,ST1A_SS2,Onthophagus longimanus,0
ST,ST1A_SS2,Onthophagus petenensis,4
ST,ST1A_SS2,Onthophagus rhinolophus,1
ST,ST1A_SS2,Onthophagus sp.nov. aff. subcancer,0
ST,ST1A_SS2,Phanaeus endymion,0
ST,ST1B_SS3,Copris laeviceps,0
ST,ST1B_SS3,Copris lugubris,1
ST,ST1B_SS3,Copris nubilosus,0
ST,ST1B_SS3,Copris sp.nov.,0
ST,ST1B_SS3,Dichotomius annae,14
ST,ST1B_SS3,Dichotomius satanas,16
ST,ST1B_SS3,Eurysternus foedus,0
ST,ST1B_SS3,Eurysternus magnus,0
ST,ST1B_SS3,Eurysternus mexicanus,2
ST,ST1B_SS3,Eurysternus obliteratus,0
ST,ST1B_SS3,Onthophagus aff. anthracinus,0
ST,ST1B_SS3,Onthophagus aff. belhorinus,1
ST,ST1B_SS3,Onthophagus breviconus,0
ST,ST1B_SS3,Onthophagus cyanellus,0
ST,ST1B_SS3,Onthophagus longimanus,0
ST,ST1B_SS3,Onthophagus petenensis,0
ST,ST1B_SS3,Onthophagus rhinolophus,1
ST,ST1B_SS3,Onthophagus sp.nov. aff. subcancer,0
ST,ST1B_SS3,Phanaeus endymion,0
ST,ST1B_SS4,Copris laeviceps,0
ST,ST1B_SS4,Copris lugubris,1
ST,ST1B_SS4,Copris nubilosus,1
ST,ST1B_SS4,Copris sp.nov.,1
ST,ST1B_SS4,Dichotomius annae,1
ST,ST1B_SS4,Dichotomius satanas,2
ST,ST1B_SS4,Eurysternus foedus,0
ST,ST1B_SS4,Eurysternus magnus,0
ST,ST1B_SS4,Eurysternus mexicanus,0
ST,ST1B_SS4,Eurysternus obliteratus,0
ST,ST1B_SS4,Onthophagus aff. anthracinus,0
ST,ST1B_SS4,Onthophagus aff. belhorinus,1
ST,ST1B_SS4,Onthophagus breviconus,0
ST,ST1B_SS4,Onthophagus cyanellus,0
ST,ST1B_SS4,Onthophagus longimanus,0
ST,ST1B_SS4,Onthophagus petenensis,0
ST,ST1B_SS4,Onthophagus rhinolophus,6
ST,ST1B_SS4,Onthophagus sp.nov. aff. subcancer,0
ST,ST1B_SS4,Phanaeus endymion,0
ST,ST3_DS1,Copris laeviceps,0
ST,ST3_DS1,Copris lugubris,0
ST,ST3_DS1,Copris nubilosus,0
ST,ST3_DS1,Copris sp.nov.,0
ST,ST3_DS1,Dichotomius annae,0
ST,ST3_DS1,Dichotomius satanas,0
ST,ST3_DS1,Eurysternus foedus,0
ST,ST3_DS1,Eurysternus magnus,0
ST,ST3_DS1,Eurysternus mexicanus,0
ST,ST3_DS1,Eurysternus obliteratus,0
ST,ST3_DS1,Onthophagus aff. anthracinus,0
ST,ST3_DS1,Onthophagus aff. belhorinus,0
ST,ST3_DS1,Onthophagus breviconus,1
ST,ST3_DS1,Onthophagus cyanellus,0
ST,ST3_DS1,Onthophagus longimanus,0
ST,ST3_DS1,Onthophagus petenensis,0
ST,ST3_DS1,Onthophagus rhinolophus,0
ST,ST3_DS1,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_DS1,Phanaeus endymion,0
ST,ST3_SS1,Copris laeviceps,0
ST,ST3_SS1,Copris lugubris,0
ST,ST3_SS1,Copris nubilosus,0
ST,ST3_SS1,Copris sp.nov.,1
ST,ST3_SS1,Dichotomius annae,0
ST,ST3_SS1,Dichotomius satanas,11
ST,ST3_SS1,Eurysternus foedus,1
ST,ST3_SS1,Eurysternus magnus,0
ST,ST3_SS1,Eurysternus mexicanus,0
ST,ST3_SS1,Eurysternus obliteratus,0
ST,ST3_SS1,Onthophagus aff. anthracinus,0
ST,ST3_SS1,Onthophagus aff. belhorinus,3
ST,ST3_SS1,Onthophagus breviconus,0
ST,ST3_SS1,Onthophagus cyanellus,0
ST,ST3_SS1,Onthophagus longimanus,0
ST,ST3_SS1,Onthophagus petenensis,0
ST,ST3_SS1,Onthophagus rhinolophus,4
ST,ST3_SS1,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS1,Phanaeus endymion,1
ST,ST3_SS2,Copris laeviceps,0
ST,ST3_SS2,Copris lugubris,0
ST,ST3_SS2,Copris nubilosus,0
ST,ST3_SS2,Copris sp.nov.,0
ST,ST3_SS2,Dichotomius annae,0
ST,ST3_SS2,Dichotomius satanas,3
ST,ST3_SS2,Eurysternus foedus,0
ST,ST3_SS2,Eurysternus magnus,0
ST,ST3_SS2,Eurysternus mexicanus,0
ST,ST3_SS2,Eurysternus obliteratus,0
ST,ST3_SS2,Onthophagus aff. anthracinus,0
ST,ST3_SS2,Onthophagus aff. belhorinus,11
ST,ST3_SS2,Onthophagus breviconus,0
ST,ST3_SS2,Onthophagus cyanellus,0
ST,ST3_SS2,Onthophagus longimanus,0
ST,ST3_SS2,Onthophagus petenensis,0
ST,ST3_SS2,Onthophagus rhinolophus,14
ST,ST3_SS2,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS2,Phanaeus endymion,0
ST,ST3_SS3,Copris laeviceps,0
ST,ST3_SS3,Copris lugubris,0
ST,ST3_SS3,Copris nubilosus,0
ST,ST3_SS3,Copris sp.nov.,7
ST,ST3_SS3,Dichotomius annae,0
ST,ST3_SS3,Dichotomius satanas,1
ST,ST3_SS3,Eurysternus foedus,0
ST,ST3_SS3,Eurysternus magnus,0
ST,ST3_SS3,Eurysternus mexicanus,0
ST,ST3_SS3,Eurysternus obliteratus,0
ST,ST3_SS3,Onthophagus aff. anthracinus,0
ST,ST3_SS3,Onthophagus aff. belhorinus,11
ST,ST3_SS3,Onthophagus breviconus,0
ST,ST3_SS3,Onthophagus cyanellus,0
ST,ST3_SS3,Onthophagus longimanus,0
ST,ST3_SS3,Onthophagus petenensis,0
ST,ST3_SS3,Onthophagus rhinolophus,4
ST,ST3_SS3,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS3,Phanaeus endymion,1
ST,ST3_SS4,Copris laeviceps,0
ST,ST3_SS4,Copris lugubris,1
ST,ST3_SS4,Copris nubilosus,1
ST,ST3_SS4,Copris sp.nov.,0
ST,ST3_SS4,Dichotomius annae,0
ST,ST3_SS4,Dichotomius satanas,9
ST,ST3_SS4,Eurysternus foedus,0
ST,ST3_SS4,Eurysternus magnus,0
ST,ST3_SS4,Eurysternus mexicanus,0
ST,ST3_SS4,Eurysternus obliteratus,1
ST,ST3_SS4,Onthophagus aff. anthracinus,0
ST,ST3_SS4,Onthophagus aff. belhorinus,5
ST,ST3_SS4,Onthophagus breviconus,0
ST,ST3_SS4,Onthophagus cyanellus,0
ST,ST3_SS4,Onthophagus longimanus,0
ST,ST3_SS4,Onthophagus petenensis,1
ST,ST3_SS4,Onthophagus rhinolophus,5
ST,ST3_SS4,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS4,Phanaeus endymion,2
ST,ST3_SS5,Copris laeviceps,0
ST,ST3_SS5,Copris lugubris,4
ST,ST3_SS5,Copris nubilosus,2
ST,ST3_SS5,Copris sp.nov.,12
ST,ST3_SS5,Dichotomius annae,0
ST,ST3_SS5,Dichotomius satanas,4
ST,ST3_SS5,Eurysternus foedus,0
ST,ST3_SS5,Eurysternus magnus,1
ST,ST3_SS5,Eurysternus mexicanus,2
ST,ST3_SS5,Eurysternus obliteratus,0
ST,ST3_SS5,Onthophagus aff. anthracinus,0
ST,ST3_SS5,Onthophagus aff. belhorinus,2
ST,ST3_SS5,Onthophagus breviconus,1
ST,ST3_SS5,Onthophagus cyanellus,0
ST,ST3_SS5,Onthophagus longimanus,0
ST,ST3_SS5,Onthophagus petenensis,1
ST,ST3_SS5,Onthophagus rhinolophus,0
ST,ST3_SS5,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS5,Phanaeus endymion,5
ST,ST3_SS6,Copris laeviceps,0
ST,ST3_SS6,Copris lugubris,1
ST,ST3_SS6,Copris nubilosus,4
ST,ST3_SS6,Copris sp.nov.,2
ST,ST3_SS6,Dichotomius annae,0
ST,ST3_SS6,Dichotomius satanas,8
ST,ST3_SS6,Eurysternus foedus,0
ST,ST3_SS6,Eurysternus magnus,1
ST,ST3_SS6,Eurysternus mexicanus,0
ST,ST3_SS6,Eurysternus obliteratus,0
ST,ST3_SS6,Onthophagus aff. anthracinus,0
ST,ST3_SS6,Onthophagus aff. belhorinus,0
ST,ST3_SS6,Onthophagus breviconus,0
ST,ST3_SS6,Onthophagus cyanellus,0
ST,ST3_SS6,Onthophagus longimanus,0
ST,ST3_SS6,Onthophagus petenensis,0
ST,ST3_SS6,Onthophagus rhinolophus,0
ST,ST3_SS6,Onthophagus sp.nov. aff. subcancer,0
ST,ST3_SS6,Phanaeus endymion,2
ST,ST4_DS1,Copris laeviceps,0
ST,ST4_DS1,Copris lugubris,0
ST,ST4_DS1,Copris nubilosus,0
ST,ST4_DS1,Copris sp.nov.,3
ST,ST4_DS1,Dichotomius annae,1
ST,ST4_DS1,Dichotomius satanas,7
ST,ST4_DS1,Eurysternus foedus,0
ST,ST4_DS1,Eurysternus magnus,0
ST,ST4_DS1,Eurysternus mexicanus,0
ST,ST4_DS1,Eurysternus obliteratus,0
ST,ST4_DS1,Onthophagus aff. anthracinus,0
ST,ST4_DS1,Onthophagus aff. belhorinus,0
ST,ST4_DS1,Onthophagus breviconus,0
ST,ST4_DS1,Onthophagus cyanellus,0
ST,ST4_DS1,Onthophagus longimanus,0
ST,ST4_DS1,Onthophagus petenensis,0
ST,ST4_DS1,Onthophagus rhinolophus,1
ST,ST4_DS1,Onthophagus sp.nov. aff. subcancer,0
ST,ST4_DS1,Phanaeus endymion,1
ST,ST4_SS1,Copris laeviceps,0
ST,ST4_SS1,Copris lugubris,1
ST,ST4_SS1,Copris nubilosus,0
ST,ST4_SS1,Copris sp.nov.,5
ST,ST4_SS1,Dichotomius annae,0
ST,ST4_SS1,Dichotomius satanas,16
ST,ST4_SS1,Eurysternus foedus,0
ST,ST4_SS1,Eurysternus magnus,0
ST,ST4_SS1,Eurysternus mexicanus,0
ST,ST4_SS1,Eurysternus obliteratus,0
ST,ST4_SS1,Onthophagus aff. anthracinus,0
ST,ST4_SS1,Onthophagus aff. belhorinus,1
ST,ST4_SS1,Onthophagus breviconus,0
ST,ST4_SS1,Onthophagus cyanellus,0
ST,ST4_SS1,Onthophagus longimanus,0
ST,ST4_SS1,Onthophagus petenensis,0
ST,ST4_SS1,Onthophagus rhinolophus,2
ST,ST4_SS1,Onthophagus sp.nov. aff. subcancer,0
ST,ST4_SS1,Phanaeus endymion,1
ST,ST4_SS2,Copris laeviceps,0
ST,ST4_SS2,Copris lugubris,0
ST,ST4_SS2,Copris nubilosus,0
ST,ST4_SS2,Copris sp.nov.,0
ST,ST4_SS2,Dichotomius annae,0
ST,ST4_SS2,Dichotomius satanas,2
ST,ST4_SS2,Eurysternus foedus,0
ST,ST4_SS2,Eurysternus magnus,0
ST,ST4_SS2,Eurysternus mexicanus,0
ST,ST4_SS2,Eurysternus obliteratus,0
ST,ST4_SS2,Onthophagus aff. anthracinus,0
ST,ST4_SS2,Onthophagus aff. belhorinus,1
ST,ST4_SS2,Onthophagus breviconus,0
ST,ST4_SS2,Onthophagus cyanellus,0
ST,ST4_SS2,Onthophagus longimanus,0
ST,ST4_SS2,Onthophagus petenensis,0
ST,ST4_SS2,Onthophagus rhinolophus,0
ST,ST4_SS2,Onthophagus sp.nov. aff. subcancer,0
ST,ST4_SS2,Phanaeus endymion,0
